819,1047,7
844,1047,7
869,1047,7
894,1047,7
919,1047,7
944,1047,7
969,1047,7
994,1047,7
1019,1047,7
1044,1047,7
1069,1047,7
1094,1047,7
1119,1047,7
1144,1047,7
1169,1047,7
1194,1047,7
1219,1047,7
1244,1047,7
1269,1047,7
1294,1029,7
1269,1029,7
1244,1029,7
1219,1029,7
1194,1029,7
1169,1029,7
1144,1029,7
1119,1029,7
1094,1029,7
1069,1029,7
1044,1029,7
1019,1029,7
994,1029,7
969,1029,7
944,1029,7
919,1029,7
894,1029,7
869,1029,7
844,1029,7
819,1029,7
794,1029,7
819,1011,7
844,1011,7
869,1011,7
894,1011,7
919,1011,7
944,1011,7
969,1011,7
994,1011,7
1019,1011,7
1044,1011,7
1069,1011,7
1094,1011,7
1119,1011,7
1144,1011,7
1169,1011,7
1194,1011,7
1219,1011,7
1244,1011,7
1269,1011,7
1269,993,7
1244,993,7
1219,993,7
1194,993,7
1169,993,7
1144,993,7
1119,993,7
1094,993,7
1069,993,7
1044,993,7
1019,993,7
994,993,7
969,993,7
944,993,7
919,993,7
894,993,7
869,993,7
844,993,7
819,993,7
819,975,7
844,975,7
869,975,7
894,975,7
919,975,7
944,975,7
969,975,7
994,975,7
1019,975,7
1044,975,7
1069,975,7
1094,975,7
1119,975,7
1144,975,7
1169,975,7
1194,975,7
1219,975,7
1244,975,7
1269,975,7
1294,975,7
1294,956,7
1269,956,7
1244,956,7
1219,956,7
1194,956,7
1169,956,7
1144,956,7
1119,956,7
1094,956,7
1069,956,7
1044,956,7
1019,956,7
994,956,7
969,956,7
944,956,7
919,956,7
894,956,7
869,956,7
844,956,7
819,956,7
819,934,7
844,934,7
869,934,7
894,934,7
919,934,7
944,934,7
969,934,7
994,934,7
1019,934,7
1044,934,7
1069,934,7
1094,934,7
1119,934,7
1144,934,7
1169,934,7
1194,934,7
1219,934,7
1244,934,7
1269,934,7
1294,934,7
1294,916,7
1269,916,7
1244,916,7
1219,916,7
1194,916,7
1169,916,7
1144,916,7
1119,916,7
1094,916,7
1069,916,7
1044,916,7
1019,916,7
994,916,7
969,916,7
944,916,7
919,916,7
894,916,7
869,916,7
844,916,7
819,916,7
819,898,7
844,898,7
869,898,7
894,898,7
919,898,7
944,898,7
969,898,7
994,898,7
1019,898,7
1044,898,7
1069,898,7
1094,898,7
1119,898,7
1144,898,7
1169,898,7
1194,898,7
1219,898,7
1244,898,7
1269,898,7
1294,898,7
1294,880,7
1269,880,7
1244,880,7
1219,880,7
1194,880,7
1169,880,7
1144,880,7
1119,880,7
1094,880,7
1069,880,7
1044,880,7
1019,880,7
994,880,7
969,880,7
944,880,7
919,880,7
894,880,7
869,880,7
844,880,7
819,861,7
844,861,7
869,861,7
894,861,7
919,861,7
944,861,7
969,861,7
994,861,7
1019,861,7
1044,861,7
1069,861,7
1094,861,7
1119,861,7
1144,861,7
1169,861,7
1194,861,7
1219,861,7
1244,861,7
1269,861,7
1294,861,7
1294,842,7
1269,842,7
1244,842,7
1219,842,7
1194,842,7
1169,842,7
1144,842,7
1119,842,7
1094,842,7
1069,842,7
1044,842,7
1019,842,7
994,842,7
969,842,7
944,842,7
919,842,7
894,842,7
869,842,7
844,842,7
819,842,7
794,823,7
819,823,7
844,823,7
869,823,7
894,823,7
919,823,7
944,823,7
969,823,7
994,823,7
1019,823,7
1044,823,7
1069,823,7
1094,823,7
1119,823,7
1144,823,7
1169,823,7
1194,823,7
1219,823,7
1244,823,7
1269,823,7
1319,804,7
1294,804,7
1269,804,7
1244,804,7
1219,804,7
1194,804,7
1169,804,7
1144,804,7
1119,804,7
1094,804,7
1069,804,7
1044,804,7
1019,804,7
994,804,7
969,804,7
944,804,7
919,804,7
894,804,7
869,804,7
844,804,7
819,804,7
794,804,7
794,785,7
819,785,7
844,785,7
869,785,7
894,785,7
919,785,7
944,785,7
969,785,7
994,785,7
1019,785,7
1044,785,7
1069,785,7
1094,785,7
1119,785,7
1144,785,7
1169,785,7
1194,785,7
1219,785,7
1244,785,7
1244,766,7
1219,766,7
1194,766,7
1169,766,7
1144,766,7
1119,766,7
1094,766,7
1069,766,7
1044,766,7
1019,766,7
994,766,7
969,766,7
944,766,7
919,766,7
894,766,7
869,766,7
844,766,7
819,766,7
794,766,7
794,747,7
819,747,7
844,747,7
869,747,7
894,747,7
919,747,7
944,747,7
969,747,7
994,747,7
1019,747,7
1044,747,7
1069,747,7
1094,747,7
